policy,role,ratio,cdf_percent,count
fifo,S,1.139952886673085,56.845238095238095,336
fifo,S,1.1405811441479594,57.142857142857146,336
fifo,S,1.1411786492665525,57.44047619047619,336
fifo,S,1.1411990318674659,57.73809523809524,336
fifo,S,1.1422083037217037,58.035714285714285,336
fifo,S,1.142299664568864,58.333333333333336,336
fifo,S,1.1433693451154388,58.63095238095238,336
fifo,S,1.1437468039614613,58.92857142857143,336
fifo,S,1.1442284188484633,59.226190476190474,336
fifo,S,1.1450239350254992,59.523809523809526,336
fifo,S,1.1450884130422505,59.82142857142857,336
fifo,S,1.1462465962527206,60.11904761904762,336
fifo,S,1.1495442348857485,60.416666666666664,336
fifo,S,1.153968506914999,60.714285714285715,336
fifo,S,1.1541571898526015,61.01190476190476,336
fifo,S,1.1566372151188455,61.30952380952381,336
fifo,S,1.1590057565286924,61.607142857142854,336
fifo,S,1.1628254585169224,61.904761904761905,336
fifo,S,1.1635370730822805,62.20238095238095,336
fifo,S,1.1663437351537114,62.5,336
fifo,S,1.1678797636170617,62.79761904761905,336
fifo,S,1.1680165201355945,63.095238095238095,336
fifo,S,1.1680719277414668,63.392857142857146,336
fifo,S,1.1683186653238398,63.69047619047619,336
fifo,S,1.1684924957804876,63.98809523809524,336
fifo,S,1.1690067647056497,64.28571428571429,336
fifo,S,1.170854946715937,64.58333333333333,336
fifo,S,1.1755425262994543,64.88095238095238,336
fifo,S,1.1772499315931553,65.17857142857143,336
fifo,S,1.177385612396919,65.47619047619048,336
fifo,S,1.1850531988362585,65.77380952380952,336
fifo,S,1.1856429065145002,66.07142857142857,336
fifo,S,1.1875640097812112,66.36904761904762,336
fifo,S,1.1880062984123876,66.66666666666667,336
