case,label,window_kind,start_s,end_s,duration_s,dimension,group,admitted_request_count,admitted_compute_ms,admitted_io_gb,admitted_compute_ms_per_io_gb,admitted_io_per_compute_gbps,admitted_mean_raw_demand_gbps,mean_ttft_ms,p99_ttft_ms,slo_alpha1p5_pct,slo_alpha2_pct
adaptive_t0_i100ms,Adaptive 100 ms,chunk_500ms,23.0,23.5,0.5,raw_demand_bin,le_10,15,8699.314422035875,35.556640625,244.6607516661559,4.087292273852401,5.005133021420899,737.2765027318034,2019.8351729333417,80.0,100.0
adaptive_t0_i100ms,Adaptive 100 ms,chunk_500ms,23.5,24.0,0.5,category,LL,13,14750.328048046966,41.013671875,359.64417165579533,2.7805260833117855,4.918138338464355,1233.822321624194,2404.7805150765307,84.61538461538461,100.0
adaptive_t0_i100ms,Adaptive 100 ms,chunk_500ms,23.5,24.0,0.5,category,LS,9,587.8871719597879,29.1905517578125,20.13963890910171,49.653323205713974,68.21394045466512,201.6185976861905,303.22204666343896,11.11111111111111,44.44444444444444
adaptive_t0_i100ms,Adaptive 100 ms,chunk_500ms,23.5,24.0,0.5,category,SL,6,2215.8519991043017,6.9287109375,319.8072511744616,3.1268834472251505,4.852987985339356,452.8751593893115,737.2043699928189,66.66666666666666,100.0
adaptive_t0_i100ms,Adaptive 100 ms,chunk_500ms,23.5,24.0,0.5,category,SS,3,91.1313419955188,3.4267578125,26.594042235226915,37.6024070036026,37.63673632765503,41.29295318310081,53.03658782592989,66.66666666666666,100.0
adaptive_t0_i100ms,Adaptive 100 ms,chunk_500ms,23.5,24.0,0.5,overall,all,31,17645.198561106576,80.5596923828125,219.03259606874067,4.5655305098340815,26.448045141516904,667.5931411669486,2395.5118508236324,58.06451612903226,83.87096774193549
adaptive_t0_i100ms,Adaptive 100 ms,chunk_500ms,23.5,24.0,0.5,profile,"112,512",1,166.60829961410437,2.3955078125000004,69.55030526084094,14.378082112646487,14.378082112646485,274.60039446315204,274.60039446315204,0.0,100.0
adaptive_t0_i100ms,Adaptive 100 ms,chunk_500ms,23.5,24.0,0.5,profile,"128,4096",3,4464.831609712996,7.992187500000002,558.649507373669,1.7900311139648437,1.7900311139648437,1550.3826986589484,1590.7902982975752,100.0,100.0
adaptive_t0_i100ms,Adaptive 100 ms,chunk_500ms,23.5,24.0,0.5,profile,"128,512",1,188.08315078041497,2.7392578125,68.66208427777003,14.564078712707518,14.564078712707518,315.49942124803783,315.49942124803783,0.0,100.0
adaptive_t0_i100ms,Adaptive 100 ms,chunk_500ms,23.5,24.0,0.5,profile,"160,1024",1,459.71307881640524,3.416015625,134.57581266666637,7.430755796191407,7.430755796191407,663.5183744246024,663.5183744246024,100.0,100.0
adaptive_t0_i100ms,Adaptive 100 ms,chunk_500ms,23.5,24.0,0.5,profile,"160,64",1,34.02763698134068,3.4361572265625,9.902817228006068,100.98136489603272,100.98136489603272,269.6643403603666,269.6643403603666,0.0,0.0
adaptive_t0_i100ms,Adaptive 100 ms,chunk_500ms,23.5,24.0,0.5,profile,"176,2048",1,1002.9998094425738,3.73828125,268.3050691925798,3.7271006582519526,3.7271006582519526,1046.0355128492301,1046.0355128492301,100.0,100.0
adaptive_t0_i100ms,Adaptive 100 ms,chunk_500ms,23.5,24.0,0.5,profile,"176,256",1,128.59643913212983,3.7758789062500004,34.0573525594985,29.36223531329956,29.362235313299564,171.44017698428797,171.44017698428797,100.0,100.0
adaptive_t0_i100ms,Adaptive 100 ms,chunk_500ms,23.5,24.0,0.5,profile,"176,64",2,73.42398312440059,7.559814453125001,9.712405453820274,102.96110523337555,102.96110523337556,254.51156941912632,262.88442816108204,0.0,0.0
adaptive_t0_i100ms,Adaptive 100 ms,chunk_500ms,23.5,24.0,0.5,profile,"192,2048",1,1088.89897844534,4.08203125,266.75419950431296,3.748769473388672,3.748769473388672,1179.4876694217382,1179.4876694217382,100.0,100.0
adaptive_t0_i100ms,Adaptive 100 ms,chunk_500ms,23.5,24.0,0.5,profile,"192,256",1,139.3338537278603,4.11962890625,33.821942922206695,29.56660421017456,29.56660421017456,257.6369994614579,257.6369994614579,0.0,100.0
adaptive_t0_i100ms,Adaptive 100 ms,chunk_500ms,23.5,24.0,0.5,profile,"192,64",1,39.396346040612436,4.1236572265625,9.553739284352064,104.67105813091278,104.67105813091278,306.1401080810974,306.1401080810974,0.0,0.0
adaptive_t0_i100ms,Adaptive 100 ms,chunk_500ms,23.5,24.0,0.5,profile,"200,1024",1,567.0872150010164,4.275390625,132.6398602469257,7.539211803588867,7.539211803588867,730.5959423276945,730.5959423276945,100.0,100.0
adaptive_t0_i100ms,Adaptive 100 ms,chunk_500ms,23.5,24.0,0.5,profile,"200,4096",2,4522.745224942126,8.421875000000002,537.0235517556512,1.8621157242187505,1.8621157242187503,2385.2133349870783,2410.4446987866354,100.0,100.0
adaptive_t0_i100ms,Adaptive 100 ms,chunk_500ms,23.5,24.0,0.5,profile,"32,1024",1,116.11570526527609,0.6660156250000001,174.34381553026788,5.735792789428712,5.735792789428712,180.8715355951208,180.8715355951208,0.0,100.0
adaptive_t0_i100ms,Adaptive 100 ms,chunk_500ms,23.5,24.0,0.5,profile,"32,256",1,31.959675135575093,0.68212890625,46.852837994028484,21.343424279388426,21.343424279388426,46.49157563153858,46.49157563153858,100.0,100.0
adaptive_t0_i100ms,Adaptive 100 ms,chunk_500ms,23.5,24.0,0.5,profile,"32,4096",1,457.4854719340925,0.6015625,760.4953299683616,1.3149324665039066,1.3149324665039066,483.1864518373404,483.1864518373404,100.0,100.0
adaptive_t0_i100ms,Adaptive 100 ms,chunk_500ms,23.5,24.0,0.5,profile,"48,128",1,24.217124414408403,1.028564453125,23.544586185952248,42.47260886651916,42.47260886651917,24.217124414397404,24.217124414397404,100.0,100.0
adaptive_t0_i100ms,Adaptive 100 ms,chunk_500ms,23.5,24.0,0.5,profile,"48,4096",1,629.2841814562018,0.9453125,665.6890514578004,1.5022028645507812,1.5022028645507812,743.0370894937878,743.0370894937878,100.0,100.0
adaptive_t0_i100ms,Adaptive 100 ms,chunk_500ms,23.5,24.0,0.5,profile,"64,2048",1,401.70428667481804,1.33203125,301.57271961511265,3.31594980234375,3.3159498023437504,463.00358885442984,463.00358885442984,100.0,100.0
adaptive_t0_i100ms,Adaptive 100 ms,chunk_500ms,23.5,24.0,0.5,profile,"80,128",1,34.9545424455353,1.716064453125,20.369014917756807,49.0941758370575,49.0941758370575,53.17015950336645,53.17015950336645,0.0,100.0
adaptive_t0_i100ms,Adaptive 100 ms,chunk_500ms,23.5,24.0,0.5,profile,"80,2048",1,487.6037207016371,1.67578125,290.970984847597,3.436768791650391,3.436768791650391,626.3826994744086,626.3826994744086,100.0,100.0
adaptive_t0_i100ms,Adaptive 100 ms,chunk_500ms,23.5,24.0,0.5,profile,"80,512",1,123.65863307227637,1.7080078125000002,72.39933691595826,13.812281197558594,13.812281197558594,220.76959108078154,220.76959108078154,0.0,100.0
adaptive_t0_i100ms,Adaptive 100 ms,chunk_500ms,23.5,24.0,0.5,profile,"96,256",2,149.818694004713,4.1142578125,36.41451285564351,27.461578408703616,27.461578408703613,124.32088816723626,125.48327375945875,0.0,100.0
adaptive_t0_i100ms,Adaptive 100 ms,chunk_500ms,23.5,24.0,0.5,profile,"96,4096",2,2289.36068129199,3.9531250000000004,579.1268126588433,1.7267375264648437,1.7267375264648437,1204.1890502145325,1254.9936556099742,100.0,100.0
adaptive_t0_i100ms,Adaptive 100 ms,chunk_500ms,23.5,24.0,0.5,profile,"96,64",1,23.2902189487311,2.0611572265625,11.299583868996455,88.49883425740815,88.49883425740815,52.02083911577938,52.02083911577938,0.0,0.0
adaptive_t0_i100ms,Adaptive 100 ms,chunk_500ms,23.5,24.0,0.5,raw_demand_bin,gt_10_le_20,3,478.3500834667957,6.842773437500001,69.90587776081044,14.304948768708613,14.251480674304199,270.28980226399045,314.68144071234013,0.0,100.0
adaptive_t0_i100ms,Adaptive 100 ms,chunk_500ms,23.5,24.0,0.5,raw_demand_bin,gt_20_le_40,5,449.7086620002782,12.69189453125,35.432744961203774,28.222481805881134,27.039084124053954,144.8421056823514,254.1891265623711,40.0,100.0
adaptive_t0_i100ms,Adaptive 100 ms,chunk_500ms,23.5,24.0,0.5,raw_demand_bin,gt_40_le_50,2,59.171666859943706,2.74462890625,21.5590773401823,46.38417424924661,45.783392351788336,38.693641958881926,52.88062915247676,50.0,100.0
adaptive_t0_i100ms,Adaptive 100 ms,chunk_500ms,23.5,24.0,0.5,raw_demand_bin,gt_80,5,170.1381850950848,17.1807861328125,9.902817238970725,100.98136478422353,100.01469355022095,227.3696852790992,304.6810773722682,0.0,0.0
adaptive_t0_i100ms,Adaptive 100 ms,chunk_500ms,23.5,24.0,0.5,raw_demand_bin,le_10,16,16487.82996368447,41.099609375,401.16755887499164,2.492723994942002,3.1437052680725097,1121.6294831661512,2403.2357377010476,93.75,100.0
adaptive_t0_i100ms,Adaptive 100 ms,chunk_500ms,24.0,24.5,0.5,category,LL,13,12265.929337694457,42.75390625,286.89610876654007,3.4855823046862717,5.746954617663575,999.6713254948443,2252.9377643942407,100.0,100.0
adaptive_t0_i100ms,Adaptive 100 ms,chunk_500ms,24.0,24.5,0.5,category,LS,6,471.24606349567443,20.6048583984375,22.870628585897478,43.72420269273322,54.09880521152268,143.26550134367062,243.59351655127722,33.33333333333333,50.0
adaptive_t0_i100ms,Adaptive 100 ms,chunk_500ms,24.0,24.5,0.5,category,SL,5,2079.361634165253,5.951171875,349.40372717184425,2.862018697093573,3.543714101103516,427.9941606292865,790.348092628695,100.0,100.0
adaptive_t0_i100ms,Adaptive 100 ms,chunk_500ms,24.0,24.5,0.5,category,SS,4,95.01468646746054,5.491943359375,17.300740421014375,57.80099438896548,61.215956843776716,54.68439453483916,73.57920510742152,0.0,50.0
adaptive_t0_i100ms,Adaptive 100 ms,chunk_500ms,24.0,24.5,0.5,overall,all,28,14911.551721822843,74.8018798828125,199.34728572575787,5.016371285715424,23.63877282783525,579.072450742171,2199.6132592558683,71.42857142857143,82.14285714285714
adaptive_t0_i100ms,Adaptive 100 ms,chunk_500ms,24.0,24.5,0.5,profile,"112,128",2,91.38392171439624,4.80712890625,19.010083460749975,52.60366173902892,52.60366173902893,105.74154625052324,108.0477077560281,0.0,0.0
adaptive_t0_i100ms,Adaptive 100 ms,chunk_500ms,24.0,24.5,0.5,profile,"112,512",1,166.60829961410437,2.3955078125000004,69.55030526084094,14.378082112646487,14.378082112646485,187.27056481774343,187.27056481774343,100.0,100.0
adaptive_t0_i100ms,Adaptive 100 ms,chunk_500ms,24.0,24.5,0.5,profile,"128,1024",2,747.6275115635079,5.45703125,137.00260770240374,7.299131138964844,7.299131138964844,389.5663040179861,403.67947145892174,100.0,100.0
adaptive_t0_i100ms,Adaptive 100 ms,chunk_500ms,24.0,24.5,0.5,profile,"128,2048",1,745.301738949197,2.70703125,275.3207001024451,3.632127913476562,3.632127913476562,764.8900463201935,764.8900463201935,100.0,100.0
adaptive_t0_i100ms,Adaptive 100 ms,chunk_500ms,24.0,24.5,0.5,profile,"160,128",1,61.79808828494513,3.4348144531250004,17.991681684208913,55.58124123981629,55.58124123981629,104.17680745402322,104.17680745402322,0.0,100.0
adaptive_t0_i100ms,Adaptive 100 ms,chunk_500ms,24.0,24.5,0.5,profile,"160,2048",2,1834.2007268570637,6.7890625,270.1699574657125,3.7013737921875007,3.7013737921875007,952.2568034386131,964.81937847646,100.0,100.0
adaptive_t0_i100ms,Adaptive 100 ms,chunk_500ms,24.0,24.5,0.5,profile,"160,4096",2,3663.7494977228416,6.703125,546.573351641636,1.8295805988281253,1.8295805988281253,1926.9494191773483,1939.8376426143516,100.0,100.0
adaptive_t0_i100ms,Adaptive 100 ms,chunk_500ms,24.0,24.5,0.5,profile,"192,2048",1,1088.89897844534,4.08203125,266.75419950431296,3.748769473388672,3.748769473388672,1163.0783975952945,1163.0783975952945,100.0,100.0
adaptive_t0_i100ms,Adaptive 100 ms,chunk_500ms,24.0,24.5,0.5,profile,"192,256",2,278.6677074557206,8.2392578125,33.821942922206695,29.56660421017456,29.56660421017456,147.73677218921148,151.07058322356906,100.0,100.0
adaptive_t0_i100ms,Adaptive 100 ms,chunk_500ms,24.0,24.5,0.5,profile,"192,4096",1,2175.473295290288,4.039062500000001,538.6084754297037,1.8566362127929692,1.8566362127929688,2295.5973685049394,2295.5973685049394,100.0,100.0
adaptive_t0_i100ms,Adaptive 100 ms,chunk_500ms,24.0,24.5,0.5,profile,"192,64",1,39.396346040612436,4.1236572265625,9.553739284352064,104.67105813091278,104.67105813091278,248.45956372853107,248.45956372853107,0.0,0.0
adaptive_t0_i100ms,Adaptive 100 ms,chunk_500ms,24.0,24.5,0.5,profile,"200,1024",1,567.0872150010164,4.275390625,132.6398602469257,7.539211803588867,7.539211803588867,620.89433348897,620.89433348897,100.0,100.0
adaptive_t0_i100ms,Adaptive 100 ms,chunk_500ms,24.0,24.5,0.5,profile,"200,2048",1,1131.8486054585294,4.25390625,266.07276675609137,3.7583703593261717,3.7583703593261726,1211.5851058849657,1211.5851058849657,100.0,100.0
adaptive_t0_i100ms,Adaptive 100 ms,chunk_500ms,24.0,24.5,0.5,profile,"48,1024",1,159.06538334465102,1.0097656250000002,157.52703340901607,6.348116754052736,6.348116754052736,159.06538334465586,159.06538334465586,100.0,100.0
adaptive_t0_i100ms,Adaptive 100 ms,chunk_500ms,24.0,24.5,0.5,profile,"48,128",1,24.217124414408403,1.028564453125,23.544586185952248,42.47260886651916,42.47260886651917,43.40646222257783,43.40646222257783,0.0,100.0
adaptive_t0_i100ms,Adaptive 100 ms,chunk_500ms,24.0,24.5,0.5,profile,"48,2048",1,315.80495809994557,0.98828125,319.5496809232651,3.12940384453125,3.12940384453125,349.4169502117511,349.4169502117511,100.0,100.0
adaptive_t0_i100ms,Adaptive 100 ms,chunk_500ms,24.0,24.5,0.5,profile,"64,2048",2,803.4085733496361,2.6640625,301.57271961511265,3.31594980234375,3.3159498023437504,412.7049577589787,412.8147767831663,100.0,100.0
adaptive_t0_i100ms,Adaptive 100 ms,chunk_500ms,24.0,24.5,0.5,profile,"64,4096",1,801.0827193710202,1.2890625,621.445988360549,1.609150302246094,1.609150302246094,806.0785540720681,806.0785540720681,100.0,100.0
adaptive_t0_i100ms,Adaptive 100 ms,chunk_500ms,24.0,24.5,0.5,profile,"64,64",2,35.84301960751683,2.7473144531250004,13.046566099030384,76.6485213357651,76.6485213357651,57.92260766705658,73.69323104833362,0.0,0.0
adaptive_t0_i100ms,Adaptive 100 ms,chunk_500ms,24.0,24.5,0.5,profile,"80,128",1,34.9545424455353,1.716064453125,20.369014917756807,49.0941758370575,49.0941758370575,59.485900582665636,59.485900582665636,0.0,100.0
adaptive_t0_i100ms,Adaptive 100 ms,chunk_500ms,24.0,24.5,0.5,profile,"96,512",1,145.13346879256792,2.0517578125,70.73615994459284,14.137041094445802,14.137041094445802,214.8663615529731,214.8663615529731,100.0,100.0
adaptive_t0_i100ms,Adaptive 100 ms,chunk_500ms,24.0,24.5,0.5,raw_demand_bin,gt_10_le_20,2,311.7417684066723,4.447265625,70.09740247001152,14.265863851771279,14.257561603546144,201.06846318535827,214.5904035856208,100.0,100.0
adaptive_t0_i100ms,Adaptive 100 ms,chunk_500ms,24.0,24.5,0.5,raw_demand_bin,gt_20_le_40,2,278.6677074557206,8.2392578125,33.821942922206695,29.56660421017456,29.56660421017456,147.73677218921148,151.07058322356906,100.0,100.0
adaptive_t0_i100ms,Adaptive 100 ms,chunk_500ms,24.0,24.5,0.5,raw_demand_bin,gt_40_le_50,2,59.171666859943706,2.74462890625,21.5590773401823,46.38417424924661,45.783392351788336,51.44618140262173,59.325106199064756,0.0,100.0
adaptive_t0_i100ms,Adaptive 100 ms,chunk_500ms,24.0,24.5,0.5,raw_demand_bin,gt_50_le_80,5,189.0250296068582,10.9892578125,17.200891346078627,58.136522106918314,62.81712147788087,86.30102305783657,107.9380536836476,0.0,20.0
adaptive_t0_i100ms,Adaptive 100 ms,chunk_500ms,24.0,24.5,0.5,raw_demand_bin,gt_80,1,39.396346040612436,4.1236572265625,9.553739284352064,104.67105813091278,104.67105813091278,248.45956372853107,248.45956372853107,0.0,0.0
adaptive_t0_i100ms,Adaptive 100 ms,chunk_500ms,24.0,24.5,0.5,raw_demand_bin,le_10,16,14033.549203453038,44.2578125,317.08637211685596,3.1537148484939292,3.994616083003235,920.8475692630432,2242.2728633665665,100.0,100.0
adaptive_t0_i100ms,Adaptive 100 ms,chunk_500ms,24.5,25.0,0.5,category,LL,11,6805.8358511101305,33.1396484375,205.36837812101882,4.869298813913421,7.178496963098144,665.5654323749325,1356.9231879952924,100.0,100.0
adaptive_t0_i100ms,Adaptive 100 ms,chunk_500ms,24.5,25.0,0.5,category,LS,4,242.3436727013883,13.3955078125,18.091413636088184,55.27484032564661,70.30258700580254,109.64164253188574,125.58218490310479,25.0,50.0
adaptive_t0_i100ms,Adaptive 100 ms,chunk_500ms,24.5,25.0,0.5,category,SL,8,2853.8776989541702,8.1962890625,348.1914409304266,2.87198328978975,4.371790697286988,369.183649952578,622.2253275571323,100.0,100.0
adaptive_t0_i100ms,Adaptive 100 ms,chunk_500ms,24.5,25.0,0.5,category,SS,1,24.217124414408403,1.028564453125,23.544586185952248,42.47260886651916,42.47260886651917,29.96032684892998,29.96032684892998,100.0,100.0
adaptive_t0_i100ms,Adaptive 100 ms,chunk_500ms,24.5,25.0,0.5,overall,all,24,9926.274347180099,55.760009765625,178.0178014477225,5.617415740827832,18.2341978775877,447.6339938633898,1302.527791381228,87.5,91.66666666666666
adaptive_t0_i100ms,Adaptive 100 ms,chunk_500ms,24.5,25.0,0.5,profile,"112,2048",1,659.4023605615404,2.36328125,279.01984182438736,3.583974506835938,3.583974506835938,715.5905651626308,715.5905651626308,100.0,100.0
adaptive_t0_i100ms,Adaptive 100 ms,chunk_500ms,24.5,25.0,0.5,profile,"112,4096",1,1316.478849565995,2.3203125,567.3713560419103,1.7625140736328122,1.7625140736328122,1398.7658007753416,1398.7658007753416,100.0,100.0
adaptive_t0_i100ms,Adaptive 100 ms,chunk_500ms,24.5,25.0,0.5,profile,"112,512",1,166.60829961410437,2.3955078125000004,69.55030526084094,14.378082112646487,14.378082112646485,184.54613189388328,184.54613189388328,100.0,100.0
adaptive_t0_i100ms,Adaptive 100 ms,chunk_500ms,24.5,25.0,0.5,profile,"112,64",1,25.97457358213019,2.4049072265625004,10.800655133486142,92.58697621958314,92.58697621958314,76.03335967595194,76.03335967595194,0.0,0.0
adaptive_t0_i100ms,Adaptive 100 ms,chunk_500ms,24.5,25.0,0.5,profile,"128,1024",1,373.81375578175397,2.728515625,137.00260770240374,7.299131138964844,7.299131138964844,403.7340268328844,403.7340268328844,100.0,100.0
adaptive_t0_i100ms,Adaptive 100 ms,chunk_500ms,24.5,25.0,0.5,profile,"128,2048",2,1490.603477898394,5.4140625,275.3207001024451,3.632127913476562,3.632127913476562,800.6386176964006,801.2406931648599,100.0,100.0
adaptive_t0_i100ms,Adaptive 100 ms,chunk_500ms,24.5,25.0,0.5,profile,"144,2048",1,831.2010688165183,3.0507812500000004,272.45515187839777,3.670328834326173,3.6703288343261726,876.3837480893635,876.3837480893635,100.0,100.0
adaptive_t0_i100ms,Adaptive 100 ms,chunk_500ms,24.5,25.0,0.5,profile,"144,256",1,107.1216018259477,3.08837890625,34.685381903484725,28.8305892892456,28.8305892892456,125.68900596267486,125.68900596267486,100.0,100.0
adaptive_t0_i100ms,Adaptive 100 ms,chunk_500ms,24.5,25.0,0.5,profile,"160,2048",1,917.1003634285319,3.39453125,270.1699574657125,3.7013737921875007,3.7013737921875007,980.3396729748492,980.3396729748492,100.0,100.0
adaptive_t0_i100ms,Adaptive 100 ms,chunk_500ms,24.5,25.0,0.5,profile,"160,512",1,231.03280454429512,3.4267578125,67.42023136316848,14.832343048681642,14.832343048681642,279.5319857628856,279.5319857628856,100.0,100.0
adaptive_t0_i100ms,Adaptive 100 ms,chunk_500ms,24.5,25.0,0.5,profile,"176,512",1,252.50765589798212,3.7705078125,66.96913743577666,14.932251456262208,14.932251456262208,252.50765589799266,252.50765589799266,100.0,100.0
adaptive_t0_i100ms,Adaptive 100 ms,chunk_500ms,24.5,25.0,0.5,profile,"176,64",1,36.711991562200296,3.7799072265625004,9.712405453820274,102.96110523337555,102.96110523337556,122.128303977006,122.128303977006,0.0,0.0
adaptive_t0_i100ms,Adaptive 100 ms,chunk_500ms,24.5,25.0,0.5,profile,"192,128",1,72.53550573111009,4.122314453125,17.595820638118266,56.83167728100587,56.83167728100587,114.71590051191015,114.71590051191015,0.0,100.0
adaptive_t0_i100ms,Adaptive 100 ms,chunk_500ms,24.5,25.0,0.5,profile,"200,1024",1,567.0872150010164,4.275390625,132.6398602469257,7.539211803588867,7.539211803588867,628.542933341625,628.542933341625,100.0,100.0
adaptive_t0_i100ms,Adaptive 100 ms,chunk_500ms,24.5,25.0,0.5,profile,"32,1024",1,116.11570526527609,0.6660156250000001,174.34381553026788,5.735792789428712,5.735792789428712,130.22606829013966,130.22606829013966,100.0,100.0
adaptive_t0_i100ms,Adaptive 100 ms,chunk_500ms,24.5,25.0,0.5,profile,"32,4096",2,914.970943868185,1.203125,760.4953299683616,1.3149324665039066,1.3149324665039066,475.27610718880896,490.727334736458,100.0,100.0
adaptive_t0_i100ms,Adaptive 100 ms,chunk_500ms,24.5,25.0,0.5,profile,"32,512",1,59.23412266696431,0.6767578125,87.52632267095449,11.425134399389648,11.425134399389648,59.23412266699597,59.23412266699597,100.0,100.0
adaptive_t0_i100ms,Adaptive 100 ms,chunk_500ms,24.5,25.0,0.5,profile,"48,128",1,24.217124414408403,1.028564453125,23.544586185952248,42.47260886651916,42.47260886651917,29.96032684892998,29.96032684892998,100.0,100.0
adaptive_t0_i100ms,Adaptive 100 ms,chunk_500ms,24.5,25.0,0.5,profile,"48,4096",1,629.2841814562018,0.9453125,665.6890514578004,1.5022028645507812,1.5022028645507812,629.284181456198,629.284181456198,100.0,100.0
adaptive_t0_i100ms,Adaptive 100 ms,chunk_500ms,24.5,25.0,0.5,profile,"64,2048",1,401.70428667481804,1.33203125,301.57271961511265,3.31594980234375,3.3159498023437504,410.7644630389841,410.7644630389841,100.0,100.0
adaptive_t0_i100ms,Adaptive 100 ms,chunk_500ms,24.5,25.0,0.5,profile,"80,1024",1,244.96473832108794,1.6972656250000002,144.32905180713118,6.928611997924805,6.928611997924805,244.96473832114134,244.96473832114134,100.0,100.0
adaptive_t0_i100ms,Adaptive 100 ms,chunk_500ms,24.5,25.0,0.5,profile,"80,2048",1,487.6037207016371,1.67578125,290.970984847597,3.436768791650391,3.436768791650391,528.4434114695468,528.4434114695468,100.0,100.0
adaptive_t0_i100ms,Adaptive 100 ms,chunk_500ms,24.5,25.0,0.5,raw_demand_bin,gt_10_le_20,4,709.382882723346,10.26953125,69.07646176385568,14.476711378451796,13.891952754244995,193.95497405543938,278.7212558669388,100.0,100.0
adaptive_t0_i100ms,Adaptive 100 ms,chunk_500ms,24.5,25.0,0.5,raw_demand_bin,gt_20_le_40,1,107.1216018259477,3.08837890625,34.685381903484725,28.8305892892456,28.8305892892456,125.68900596267486,125.68900596267486,100.0,100.0
adaptive_t0_i100ms,Adaptive 100 ms,chunk_500ms,24.5,25.0,0.5,raw_demand_bin,gt_40_le_50,1,24.217124414408403,1.028564453125,23.544586185952248,42.47260886651916,42.47260886651917,29.96032684892998,29.96032684892998,100.0,100.0
adaptive_t0_i100ms,Adaptive 100 ms,chunk_500ms,24.5,25.0,0.5,raw_demand_bin,gt_50_le_80,1,72.53550573111009,4.122314453125,17.595820638118266,56.83167728100587,56.83167728100587,114.71590051191015,114.71590051191015,0.0,100.0
adaptive_t0_i100ms,Adaptive 100 ms,chunk_500ms,24.5,25.0,0.5,raw_demand_bin,gt_80,2,62.68656514433049,6.184814453125001,10.135561158614362,98.66251945508564,97.77404072647934,99.08083182647897,121.66735453399546,0.0,0.0
adaptive_t0_i100ms,Adaptive 100 ms,chunk_500ms,24.5,25.0,0.5,raw_demand_bin,le_10,15,8950.330667340953,31.06640625,288.1031875819545,3.4709786045513216,3.8913320770263677,633.2579373015416,1340.1861428832724,100.0,100.0
adaptive_t0_i100ms,Adaptive 100 ms,chunk_500ms,25.0,25.5,0.5,category,LL,14,14554.089992069488,46.0517578125,316.0376646495569,3.1641798173292566,5.633262619464112,1192.0454368783357,2388.532896635197,92.85714285714286,100.0
adaptive_t0_i100ms,Adaptive 100 ms,chunk_500ms,25.0,25.5,0.5,category,LS,10,748.7922372400571,28.32177734375,26.43874457989478,37.8232785213427,48.39874535884415,145.0578268788915,234.07178777682034,20.0,70.0
adaptive_t0_i100ms,Adaptive 100 ms,chunk_500ms,25.0,25.5,0.5,category,SL,5,1230.1390164653867,5.3388671875,230.41199064579402,4.340051909612952,5.677611144353028,314.52740797000877,595.7992138180338,80.0,100.0
adaptive_t0_i100ms,Adaptive 100 ms,chunk_500ms,25.0,25.5,0.5,category,SS,5,180.96733246853628,6.1673583984375,29.342762456351547,34.07995417907695,39.02587292062409,69.83036017721898,102.83958985522564,20.0,80.0
adaptive_t0_i100ms,Adaptive 100 ms,chunk_500ms,25.0,25.5,0.5,overall,all,34,16713.98857824347,85.8797607421875,194.6208097670317,5.138196687173571,23.12854560546543,590.0295066418163,2332.7809960587006,58.82352941176471,88.23529411764706
adaptive_t0_i100ms,Adaptive 100 ms,chunk_500ms,25.0,25.5,0.5,profile,"112,128",1,45.69196085719812,2.403564453125,19.010083460749975,52.60366173902892,52.60366173902893,72.76457211741945,72.76457211741945,0.0,100.0
adaptive_t0_i100ms,Adaptive 100 ms,chunk_500ms,25.0,25.5,0.5,profile,"112,256",1,85.64676761444342,2.40087890625,35.67308929720971,28.03233528973389,28.03233528973389,171.21105077109678,171.21105077109678,0.0,100.0
adaptive_t0_i100ms,Adaptive 100 ms,chunk_500ms,25.0,25.5,0.5,profile,"112,64",1,25.97457358213019,2.4049072265625004,10.800655133486142,92.58697621958314,92.58697621958314,179.19250495101733,179.19250495101733,0.0,0.0
adaptive_t0_i100ms,Adaptive 100 ms,chunk_500ms,25.0,25.5,0.5,profile,"128,4096",1,1488.2772032376654,2.6640625000000004,558.649507373669,1.7900311139648437,1.7900311139648437,1620.4751765157416,1620.4751765157416,100.0,100.0
adaptive_t0_i100ms,Adaptive 100 ms,chunk_500ms,25.0,25.5,0.5,profile,"144,2048",1,831.2010688165183,3.0507812500000004,272.45515187839777,3.670328834326173,3.6703288343261726,1050.4742465893505,1050.4742465893505,100.0,100.0
adaptive_t0_i100ms,Adaptive 100 ms,chunk_500ms,25.0,25.5,0.5,profile,"144,512",1,209.55798858143143,3.0830078125000004,67.9719291439296,14.711955546862795,14.711955546862795,329.0737156253599,329.0737156253599,0.0,100.0
adaptive_t0_i100ms,Adaptive 100 ms,chunk_500ms,25.0,25.5,0.5,profile,"160,128",1,61.79808828494513,3.4348144531250004,17.991681684208913,55.58124123981629,55.58124123981629,129.0261299885533,129.0261299885533,0.0,0.0
adaptive_t0_i100ms,Adaptive 100 ms,chunk_500ms,25.0,25.5,0.5,profile,"160,2048",3,2751.301090285596,10.18359375,270.1699574657125,3.7013737921875007,3.701373792187501,1093.9823709969812,1114.820153713304,100.0,100.0
adaptive_t0_i100ms,Adaptive 100 ms,chunk_500ms,25.0,25.5,0.5,profile,"160,256",1,117.85902134052674,3.43212890625,34.33991687372297,29.120629606567384,29.120629606567384,145.578419166588,145.578419166588,100.0,100.0
adaptive_t0_i100ms,Adaptive 100 ms,chunk_500ms,25.0,25.5,0.5,profile,"176,2048",1,1002.9998094425738,3.73828125,268.3050691925798,3.7271006582519526,3.7271006582519526,1195.3364588513505,1195.3364588513505,100.0,100.0
