label,mode,strategy,seed,start_ms,end_ms,width_ms,U_percent,stall_percent,idle_percent,processing_only_U_percent,compute_npu_ms,stall_npu_ms,idle_npu_ms,all_32_active,cards_with_exhaustion,warm_mixed_cards,mean_long_cards,mean_short_cards,min_card_role_compute_ms,first_card_done_ms,last_card_done_ms,admission_slo_count,admission_slo_passed
raw176_three_l20_fixed_seed43,fixed,once,43,1000,4000,3000,99.99534155447488,0.004658445525116406,0.0,99.99534155447488,95995.52789229588,4.47210770411175,0.0,True,0,0,19.999999999999996,12.000000000000039,0.0,5254.926538924709,5310.381444358292,685,685
raw176_three_l20_fixed_seed43,fixed,once,43,2000,4000,2000,99.99301233171232,0.006987668287674609,0.0,99.99301233171232,63995.52789229589,4.47210770411175,0.0,True,0,0,19.999999999999993,12.0,0.0,5254.926538924709,5310.381444358292,457,457
raw176_three_l20_fixed_seed43,fixed,once,43,2000,4250,2250,99.99227049920233,0.0077295007976665095,0.0,99.99227049920233,71994.43475942568,5.565240574319887,0.0,True,0,0,19.999999999999993,11.999999999999996,0.0,5254.926538924709,5310.381444358292,517,517
raw176_three_l20_fixed_seed43,fixed,once,43,2000,4500,2500,99.9930434492821,0.006956550717899859,0.0,99.9930434492821,79994.43475942568,5.565240574319887,0.0,True,0,0,19.999999999999993,11.999999999999996,0.0,5254.926538924709,5310.381444358292,575,575
raw176_three_l20_fixed_seed43,fixed,once,43,2000,5000,3000,99.99420287440176,0.005797125598249882,0.0,99.99420287440176,95994.43475942568,5.565240574319887,0.0,True,0,0,19.999999999999996,11.999999999999998,0.0,5254.926538924709,5310.381444358292,691,691
raw176_three_l20_fixed_seed43,fixed,once,43,2000,6000,4000,82.2330889142474,0.004347844198687412,17.76256324155389,99.99471305968414,105258.35381023667,5.565240574319887,22736.08094918898,False,32,0,16.548098001204302,9.76788176149844,0.0,5254.926538924709,5310.381444358292,744,744
raw176_three_l20_fixed_seed43,fixed,once,43,2000,8000,6000,54.822059276164936,0.002898562799124941,45.175042161035925,99.99471305968414,105258.35381023667,5.565240574319887,86736.08094918898,False,32,0,11.032065334136202,6.511921174332294,0.0,5254.926538924709,5310.381444358292,744,744
raw176_three_l20_fixed_seed43,fixed,once,43,2000,4350,2350,99.9925994141299,0.007400585870106233,0.0,99.9925994141299,75194.43475942568,5.565240574319887,0.0,True,0,0,19.999999999999993,11.999999999999998,0.0,5254.926538924709,5310.381444358292,553,553
raw176_three_l20_fixed_seed67,fixed,baseline,67,0,4000,4000,90.80457193511099,9.195428064889015,0.0,90.80457193511099,116229.85207694206,11770.147923057939,0.0,True,0,0,19.999999999999996,12.000000000000009,0.0,5300.40325925087,6528.741798179555,783,721
raw176_three_l20_fixed_seed67,fixed,baseline,67,1000,4000,3000,91.3006536422588,8.69934635774119,0.0,91.3006536422588,87648.62749656846,8351.372503431543,0.0,True,0,0,20.0,11.999999999999998,0.0,5300.40325925087,6528.741798179555,583,545
raw176_three_l20_fixed_seed67,fixed,baseline,67,2000,4000,2000,91.37793933471067,8.622060665289336,0.0,91.37793933471067,58481.88117421483,5518.118825785175,0.0,True,0,0,20.0,12.000000000000004,0.0,5300.40325925087,6528.741798179555,390,367
