group,strategy,seed,npu,U_percent,active_ms,A_compute_ms,B_compute_ms
R32_A200_B10,od_baseline,7,1,99.3818473420873,2000.0,1839.1058380331442,148.53110880860186
R32_A200_B10,od_baseline,7,2,99.36324892230023,2000.0,1779.321426113962,207.9435523320426
R32_A200_B10,od_baseline,7,3,99.43718079522655,2000.0,1812.3529132280073,176.3907026765237
R32_A200_B10,od_baseline,7,4,99.61990252122901,2000.0,1784.4544980925375,207.9435523320426
R32_A200_B10,od_baseline,7,5,99.8080601955016,2000.0,1743.6583189354087,252.50288497462316
R32_A200_B10,od_baseline,7,6,99.36059191129311,2000.0,1942.6525055832817,44.55933264258056
R32_A200_B10,od_baseline,7,7,99.72847786617403,2000.0,1816.3322267531585,178.23733057032223
R32_A200_B10,od_baseline,7,8,99.44830820259108,2000.0,1929.5537205283808,59.41244352344074
R32_A200_B10,od_baseline,7,9,99.33404457588819,2000.0,1942.1215588751834,44.55933264258056
R32_A200_B10,od_baseline,7,10,100.0,2000.0,1828.6587796276526,171.34122037234738
R32_A200_B10,od_baseline,7,11,99.65761957543077,2000.0,1744.1360514015423,249.01634010707312
R32_A200_B10,od_baseline,7,12,99.35452109778595,2000.0,1853.412424027977,133.67799792774167
R32_A200_B10,od_baseline,7,13,99.49471506380215,2000.0,1648.2727510162586,341.62155025978427
R32_A200_B10,od_baseline,7,14,99.2906063505502,2000.0,1896.693461725843,89.11866528516111
R32_A200_B10,od_baseline,7,15,99.62003086202303,2000.0,1903.2819519552995,89.11866528516111
R32_A200_B10,od_baseline,7,16,99.62003086202303,2000.0,1769.6039540275578,222.79666321290279
R32_A200_B10,od_baseline,7,17,99.46932996069864,2000.0,1944.827266571392,44.55933264258056
R32_A200_B10,od_baseline,7,18,100.0,2000.0,2000.0,0.0
R32_A200_B10,od_baseline,7,19,99.81001543101151,2000.0,1877.3754215733488,118.82488704688149
R32_A200_B10,od_baseline,7,20,99.39810084917544,2000.0,1898.8433516983478,89.11866528516111
R32_A200_B10,od_baseline,7,21,99.47558383784876,2000.0,1900.3930114718141,89.11866528516111
