regime,policy,ratio,macro_cdf
full,baseline,4.261627890252675,0.6708872464777276
full,baseline,4.2748308967052,0.672679361173068
full,baseline,4.313334121738413,0.6742974841504142
full,baseline,4.321155246462785,0.6759895315277409
full,baseline,4.326846921484912,0.6776076545050872
full,baseline,4.335969238514078,0.6792997018824137
full,baseline,4.362139876683521,0.6809917492597403
full,baseline,4.365278617079588,0.6826098722370867
full,baseline,4.377580631966619,0.6844019869324272
full,baseline,4.395510133982283,0.6861941016277676
full,baseline,4.409872187823824,0.6878861490050941
full,baseline,4.435316349298628,0.6896782637004346
full,baseline,4.457119384125732,0.6913703110777613
full,baseline,4.467034445162715,0.6929884340551075
full,baseline,4.477979313392307,0.6947805487504479
full,baseline,4.492462513406405,0.6965726634457884
full,baseline,4.493021999112388,0.698264710823115
full,baseline,4.519807110781059,0.7000568255184555
full,baseline,4.523952050233878,0.7016749484958019
full,baseline,4.5361030277261145,0.7032930714731481
full,baseline,4.540447031732763,0.7050851861684886
full,baseline,4.589270566184517,0.706877300863829
full,baseline,4.594419589527423,0.7084954238411755
full,baseline,4.594899107516407,0.7101135468185217
full,baseline,4.595146767378069,0.7119056615138621
full,baseline,4.598551266216703,0.7135977088911888
full,baseline,4.637522026721881,0.7152897562685153
full,baseline,4.654644649547626,0.7170818709638559
full,baseline,4.658996088904789,0.7187739183411823
full,baseline,4.662636395162867,0.7203920413185286
full,baseline,4.690881020394737,0.7220840886958553
full,baseline,4.69460737123379,0.7237761360731817
full,baseline,4.722706205658999,0.7253942590505281
full,baseline,4.734491485723296,0.7270863064278545
full,baseline,4.761320790830158,0.7287044294052009
full,baseline,4.765354171214465,0.7304965441005414
full,baseline,4.782780747260498,0.732188591477868
full,baseline,4.8703432910367885,0.7338806388551945
full,baseline,4.880850921303418,0.7354987618325408
full,baseline,4.884881481605663,0.7372908765278813
full,baseline,4.885044901638492,0.7390829912232219
full,baseline,4.897169668318988,0.7407011142005681
full,baseline,4.897652722873882,0.7423931615778946
full,baseline,4.912555233702645,0.7441852762732353
full,baseline,4.950465129881977,0.7459773909685756
full,baseline,4.958017691211171,0.7477695056639163
full,baseline,4.965316298023778,0.7494615530412428
full,baseline,4.975031010267008,0.751079676018589
full,baseline,4.989665946890262,0.7528717907139294
full,baseline,5.045447152387046,0.754563838091256
full,baseline,5.0727241360150845,0.7563559527865967
full,baseline,5.101157365701008,0.7579740757639429
full,baseline,5.109529619617827,0.7596661231412695
full,baseline,5.125483729274356,0.7612842461186157
full,baseline,5.130657730736516,0.7630763608139562
full,baseline,5.135156090044332,0.7647684081912827
full,baseline,5.1356320733587895,0.7664604555686093
full,baseline,5.150651884837105,0.7682525702639499
full,baseline,5.161964786504633,0.7699446176412765
full,baseline,5.19423563033438,0.771636665018603
full,baseline,5.196820511805629,0.7732547879959494
full,baseline,5.21666130577922,0.7748729109732956
full,baseline,5.2278238966055195,0.7765649583506221
full,baseline,5.2950352851597655,0.7783570730459625
full,baseline,5.314246980312592,0.7800491204232891
full,baseline,5.356377156979267,0.7818412351186298
full,baseline,5.42417445915375,0.7836333498139701
full,baseline,5.510291638623082,0.7854254645093107
full,baseline,5.531100171244224,0.7871175118866374
full,baseline,5.577986688879947,0.7889096265819777
full,baseline,5.596684955771866,0.7905277495593239
full,baseline,5.629423600103853,0.7921458725366705
full,baseline,5.647657990082187,0.7937639955140167
full,baseline,5.651954784716591,0.7953821184913629
full,baseline,5.714793370151042,0.7971742331867034
full,baseline,5.815814306531701,0.7989663478820438
full,baseline,5.862390663989393,0.8006583952593704
full,baseline,5.890557576620481,0.8022765182367166
full,baseline,5.93459884782441,0.8038946412140628
full,baseline,5.96606085964311,0.8056867559094035
full,baseline,5.971259411372382,0.8074788706047439
full,baseline,5.978683285089566,0.8091709179820704
full,baseline,5.9890936109613495,0.8109630326774111
